    Time   Pump 2       LT     Flow 
    41.90    4.500    4.325    2.805
    42.00    4.500    4.325    2.800
    42.10    4.500    4.330    2.800
    42.20    4.500    4.330    2.805
    42.30    4.500    4.330    2.805
    42.40    4.500    4.330    2.805
    42.50    4.500    4.335    2.800
    42.60    4.500    4.335    2.800
    42.70    4.500    4.335    2.800
    42.80    4.500    4.335    2.800
    42.90    4.500    4.335    2.800
    43.00    4.500    4.340    2.805
    43.10    4.500    4.340    2.805
    43.20    4.500    4.340    2.805
    43.30    4.500    4.345    2.805
    43.40    4.500    4.345    2.805
    43.50    4.500    4.345    2.805
    43.60    4.500    4.345    2.805
    43.70    4.500    4.350    2.805
    43.80    4.500    4.350    2.805
    43.90    4.500    4.350    2.805
    44.00    4.500    4.350    2.805
    44.10    4.500    4.355    2.805
    44.20    4.500    4.355    2.805
    44.30    4.500    4.355    2.805
    44.40    4.500    4.355    2.805
    44.50    4.500    4.355    2.800
    44.60    4.500    4.360    2.800
    44.70    4.500    4.360    2.800
    44.80    4.500    4.360    2.800
    44.90    4.500    4.360    2.800
    45.00    4.500    4.360    2.800
    45.10    4.500    4.360    2.800
    45.20    4.500    4.365    2.800
    45.30    4.500    4.365    2.800
    45.40    4.500    4.365    2.800
    45.50    4.500    4.370    2.800
    45.60    4.500    4.370    2.795
    45.70    4.500    4.370    2.795
    45.80    4.500    4.375    2.800
    45.90    4.500    4.375    2.800
    46.00    4.500    4.375    2.795
    46.10    4.500    4.375    2.795
    46.20    4.500    4.380    2.795
    46.30    4.500    4.380    2.795
    46.40    4.500    4.380    2.795
    46.50    4.500    4.385    2.795
    46.60    4.500    4.385    2.795
    46.70    4.500    4.385    2.795
    46.80    4.500    4.390    2.795
    46.90    4.500    4.390    2.800
    47.00    4.500    4.390    2.800
    47.10    4.500    4.390    2.800
    47.20    4.500    4.395    2.800
    47.30    4.500    4.395    2.800
    47.40    4.500    4.395    2.800
    47.50    4.500    4.395    2.800
    47.60    4.500    4.395    2.805
    47.70    4.500    4.395    2.805
    47.80    4.500    4.400    2.800
    47.90    4.500    4.400    2.800
    48.00    4.500    4.400    2.800
    48.10    4.500    4.400    2.800
    48.20    4.500    4.400    2.800
    48.30    4.500    4.405    2.805
    48.40    4.500    4.405    2.805
    48.50    4.500    4.405    2.800
    48.60    4.500    4.405    2.805
    48.70    4.500    4.410    2.805
    48.80    4.500    4.410    2.805
    48.90    4.500    4.410    2.805
    49.00    4.500    4.415    2.805
    49.10    4.500    4.415    2.805
    49.20    4.500    4.415    2.805
    49.30    4.500    4.415    2.805
    49.40    4.500    4.415    2.800
    49.50    4.500    4.420    2.800
    49.60    4.500    4.420    2.800
    49.70    4.500    4.420    2.800
    49.80    4.500    4.425    2.795
    49.90    4.500    4.425    2.795
    50.00    4.500    4.425    2.795
    50.10    4.500    4.430    2.800
    50.20    4.500    4.430    2.795
    50.30    4.500    4.430    2.795
    50.40    4.500    4.430    2.795
    50.50    4.500    4.435    2.795
    50.60    4.500    4.435    2.795
    50.70    4.500    4.435    2.795
    50.80    4.500    4.440    2.795
    50.90    4.500    4.440    2.795
    51.00    4.500    4.440    2.800
    51.10    4.500    4.440    2.795
    51.20    4.500    4.440    2.795
    51.30    4.500    4.440    2.800
    51.40    4.500    4.445    2.795
    51.50    4.500    4.445    2.795
    51.60    4.500    4.445    2.795
    51.70    4.500    4.450    2.800
    51.80    4.500    4.450    2.800
    51.90    4.500    4.450    2.800
    52.00    4.500    4.450    2.795
    52.10    4.500    4.455    2.795
    52.20    4.500    4.455    2.795
    52.30    4.500    4.455    2.795
    52.40    4.500    4.455    2.795
    52.50    4.500    4.455    2.795
    52.60    4.500    4.460    2.795
    52.70    4.500    4.460    2.795
    52.80    4.500    4.460    2.795
    52.90    4.500    4.460    2.795
    53.00    4.500    4.465    2.795
    53.10    4.500    4.465    2.795
    53.20    4.500    4.465    2.795
    53.30    4.500    4.465    2.795
    53.40    4.500    4.465    2.795
    53.50    4.500    4.470    2.795
    53.60    4.500    4.470    2.795
    53.70    4.500    4.470    2.795
    53.80    4.500    4.470    2.795
    53.90    4.500    4.475    2.800
    54.00    4.500    4.475    2.795
    54.10    4.500    4.475    2.795
    54.20    4.500    4.475    2.795
    54.30    4.500    4.480    2.795
    54.40    4.500    4.480    2.800
    54.50    4.500    4.480    2.795
    54.60    4.500    4.480    2.795
    54.70    4.500    4.480    2.795
    54.80    4.500    4.485    2.795
    54.90    4.500    4.485    2.800
    55.00    4.500    4.485    2.800
    55.10    4.500    4.485    2.800
    55.20    4.500    4.485    2.800
    55.30    4.500    4.485    2.800
    55.40    4.500    4.490    2.800
    55.50    4.500    4.490    2.800
    55.60    4.500    4.490    2.800
    55.70    4.500    4.495    2.800
    55.80    4.500    4.495    2.795
    55.90    4.500    4.495    2.795
    56.00    4.500    4.495    2.800
    56.10    4.500    4.500    2.800
    56.20    4.500    4.500    2.800
    56.30    4.500    4.500    2.800
    56.40    4.500    4.500    2.800
    56.50    4.500    4.505    2.800
    56.60    4.500    4.505    2.805
    56.70    4.500    4.505    2.805
    56.80    4.500    4.505    2.800
    56.90    4.500    4.505    2.800
    57.00    4.500    4.510    2.800
    57.10    4.500    4.510    2.800
    57.20    4.500    4.510    2.800
    57.30    4.500    4.510    2.800
    57.40    4.500    4.515    2.800
    57.50    4.500    4.515    2.800
    57.60    4.500    4.515    2.800
    57.70    4.500    4.515    2.800
    57.80    4.500    4.515    2.795
    57.90    4.500    4.520    2.800
    58.00    4.500    4.520    2.795
    58.10    4.500    4.520    2.795
    58.20    4.500    4.520    2.795
    58.30    4.500    4.525    2.795
    58.40    4.500    4.525    2.795
    58.50    4.500    4.525    2.800
    58.60    4.500    4.525    2.800
    58.70    4.500    4.530    2.795
    58.80    4.500    4.530    2.795
    58.90    4.500    4.530    2.795
    59.00    4.500    4.535    2.795
    59.10    4.500    4.535    2.790
    59.20    4.500    4.535    2.790
    59.30    4.500    4.535    2.790
    59.40    4.500    4.540    2.790
    59.50    4.500    4.540    2.795
    59.60    4.500    4.540    2.795
    59.70    4.500    4.540    2.795
    59.80    4.500    4.545    2.795
    59.90    4.500    4.545    2.795
    60.00    4.500    4.545    2.795
    60.10    4.500    4.545    2.795
    60.20    4.500    4.550    2.795
    60.30    4.500    4.550    2.795
    60.40    4.500    4.550    2.795
    60.50    4.500    4.550    2.795
    60.60    4.500    4.550    2.795
    60.70    4.500    4.550    2.795
    60.80    4.500    4.555    2.795
    60.90    4.500    4.555    2.795
    61.00    4.500    4.555    2.795
    61.10    4.500    4.555    2.795
    61.20    4.500    4.555    2.795
    61.30    4.500    4.560    2.795
    61.40    4.500    4.560    2.795
    61.50    4.500    4.560    2.795
    61.60    4.500    4.560    2.790
    61.70    4.500    4.565    2.790
    61.80    4.500    4.565    2.790
    61.90    4.500    4.565    2.790
    62.00    4.500    4.570    2.790
    62.10    4.500    4.570    2.795
    62.20    4.500    4.570    2.795
    62.30    4.500    4.570    2.795
    62.40    4.500    4.575    2.795
    62.50    4.500    4.575    2.795
    62.60    4.500    4.575    2.795
    62.70    4.500    4.575    2.795
    62.80    4.500    4.575    2.800
    62.90    4.500    4.580    2.800
    63.00    4.500    4.580    2.800
    63.10    4.500    4.580    2.800
    63.20    4.500    4.585    2.800
    63.30    4.500    4.585    2.800
    63.40    4.500    4.585    2.800
    63.50    4.500    4.585    2.800
    63.60    4.500    4.590    2.800
    63.70    4.500    4.590    2.800
    63.80    4.500    4.590    2.800
    63.90    4.500    4.595    2.800
    64.00    4.500    4.595    2.800
    64.10    4.500    4.595    2.800
    64.20    4.500    4.595    2.800
    64.30    4.500    4.595    2.800
    64.40    4.500    4.600    2.800
    64.50    4.500    4.600    2.800
    64.60    4.500    4.600    2.800
    64.70    4.500    4.600    2.800
    64.80    4.500    4.600    2.800
    64.90    4.500    4.605    2.800
    65.00    4.500    4.605    2.800
    65.10    4.500    4.605    2.800
    65.20    4.500    4.605    2.800
    65.30    4.500    4.605    2.800
    65.40    4.500    4.605    2.800
    65.50    4.500    4.610    2.800
    65.60    4.500    4.610    2.800
    65.70    4.500    4.610    2.800
    65.80    4.500    4.610    2.800
    65.90    4.500    4.610    2.800
    66.00    4.500    4.615    2.800
    66.10    4.500    4.615    2.800
    66.20    4.500    4.615    2.805
    66.30    4.500    4.615    2.800
    66.40    4.500    4.620    2.800
    66.50    4.500    4.620    2.800
    66.60    4.500    4.620    2.800
    66.70    4.500    4.620    2.800
    66.80    4.500    4.625    2.800
    66.90    4.500    4.625    2.800
    67.00    4.500    4.625    2.800
    67.10    4.500    4.625    2.800
    67.20    4.500    4.630    2.800
    67.30    4.500    4.630    2.800
    67.40    4.500    4.630    2.800
    67.50    4.500    4.630    2.800
    67.60    4.500    4.630    2.800
    67.70    4.500    4.630    2.800
    67.80    4.500    4.635    2.800
    67.90    4.500    4.635    2.800
    68.00    4.500    4.635    2.800
    68.10    4.500    4.635    2.800
    68.20    4.500    4.635    2.800
    68.30    4.500    4.640    2.795
    68.40    4.500    4.640    2.800
    68.50    4.500    4.640    2.800
    68.60    4.500    4.640    2.800
    68.70    4.500    4.645    2.800
    68.80    4.500    4.645    2.805
    68.90    4.500    4.645    2.805
    69.00    4.500    4.650    2.805
    69.10    4.500    4.650    2.805
    69.20    4.500    4.650    2.805
    69.30    4.500    4.650    2.805
    69.40    4.500    4.650    2.805
    69.50    4.500    4.655    2.805
    69.60    4.500    4.655    2.805
    69.70    4.500    4.655    2.805
    69.80    4.500    4.655    2.805
    69.90    4.500    4.655    2.805
    70.00    4.500    4.655    2.800
    70.10    4.500    4.660    2.800
    70.20    4.500    4.660    2.800
    70.30    4.500    4.660    2.800
    70.40    4.500    4.660    2.800
    70.50    4.500    4.665    2.805
    70.60    4.500    4.665    2.805
    70.70    4.500    4.665    2.805
    70.80    4.500    4.665    2.805
    70.90    4.500    4.670    2.805
    71.00    4.500    4.670    2.805
    71.10    4.500    4.670    2.805
    71.20    4.500    4.670    2.805
    71.30    4.500    4.670    2.805
    71.40    4.500    4.675    2.805
    71.50    4.500    4.675    2.805
    71.60    4.500    4.675    2.800
    71.70    4.500    4.675    2.800
    71.80    4.500    4.675    2.800
    71.90    4.500    4.675    2.800
    72.00    4.500    4.680    2.800
    72.10    4.500    4.680    2.800
    72.20    4.500    4.680    2.800
    72.30    4.500    4.680    2.795
    72.40    4.500    4.680    2.795
    72.50    4.500    4.685    2.795
    72.60    4.500    4.685    2.800
    72.70    4.500    4.685    2.800
    72.80    4.500    4.685    2.800
    72.90    4.500    4.690    2.800
    73.00    4.500    4.690    2.800
    73.10    4.500    4.690    2.800
    73.20    4.500    4.690    2.800
    73.30    4.500    4.695    2.800
    73.40    4.500    4.695    2.795
    73.50    4.500    4.695    2.795
    73.60    4.500    4.695    2.795
    73.70    4.500    4.695    2.795
    73.80    4.500    4.700    2.795
    73.90    4.500    4.700    2.790
    74.00    4.500    4.700    2.790
    74.10    4.500    4.700    2.790
    74.20    4.500    4.705    2.790
    74.30    4.500    4.705    2.790
    74.40    4.500    4.705    2.785
    74.50    4.500    4.705    2.785
    74.60    4.500    4.705    2.785
    74.70    4.500    4.710    2.790
    74.80    4.500    4.710    2.790
    74.90    4.500    4.710    2.790
    75.00    4.500    4.715    2.790
    75.10    4.500    4.715    2.790
    75.20    4.500    4.715    2.795
    75.30    4.500    4.715    2.795
    75.40    4.500    4.715    2.795
    75.50    4.500    4.720    2.800
    75.60    4.500    4.720    2.800
    75.70    4.500    4.720    2.800
    75.80    4.500    4.725    2.800
    75.90    4.500    4.725    2.805
    76.00    4.500    4.725    2.800
    76.10    4.500    4.730    2.805
    76.20    4.500    4.730    2.805
    76.30    4.500    4.730    2.805
    76.40    4.500    4.730    2.805
    76.50    4.500    4.735    2.805
    76.60    4.500    4.735    2.805
    76.70    4.500    4.735    2.805
    76.80    4.500    4.735    2.805
    76.90    4.500    4.735    2.805
    77.00    4.500    4.740    2.805
    77.10    4.500    4.740    2.805
    77.20    4.500    4.740    2.805
    77.30    4.500    4.740    2.805
    77.40    4.500    4.745    2.805
    77.50    4.500    4.745    2.805
    77.60    4.500    4.745    2.805
    77.70    4.500    4.745    2.810
    77.80    4.500    4.750    2.810
    77.90    4.500    4.750    2.805
    78.00    4.500    4.750    2.805
    78.10    4.500    4.750    2.810
    78.20    4.500    4.755    2.810
    78.30    4.500    4.755    2.810
    78.40    4.500    4.755    2.810
    78.50    4.500    4.755    2.810
    78.60    4.500    4.755    2.810
    78.70    4.500    4.760    2.810
    78.80    4.500    4.760    2.810
    78.90    4.500    4.760    2.810
    79.00    4.500    4.760    2.810
    79.10    4.500    4.765    2.810
    79.20    4.500    4.765    2.810
    79.30    4.500    4.765    2.810
    79.40    4.500    4.765    2.810
    79.50    4.500    4.765    2.810
    79.60    4.500    4.765    2.810
    79.70    4.500    4.770    2.810
    79.80    4.500    4.770    2.810
    79.90    4.500    4.770    2.810
    80.00    4.500    4.775    2.810
    80.10    4.500    4.775    2.810
    80.20    4.500    4.775    2.810
    80.30    4.500    4.775    2.810
    80.40    4.500    4.780    2.810
    80.50    4.500    4.780    2.805
    80.60    4.500    4.780    2.805
    80.70    4.500    4.780    2.805
    80.80    4.500    4.780    2.805
    80.90    4.500    4.785    2.805
    81.00    4.500    4.785    2.805
    81.10    4.500    4.785    2.800
    81.20    4.500    4.790    2.800
    81.30    4.500    4.790    2.800
    81.40    4.500    4.790    2.800
    81.50    4.500    4.790    2.795
    81.60    4.500    4.790    2.800
    81.70    4.500    4.790    2.795
    81.80    4.500    4.790    2.800
    81.90    4.500    4.790    2.795
    82.00    4.500    4.795    2.795
