    Time   Pump 2       LT     Flow 
   361.80    4.500    5.910    2.795
   361.90    4.500    5.910    2.795
   362.00    4.500    5.910    2.795
   362.10    4.500    5.910    2.795
   362.20    4.500    5.910    2.800
   362.30    4.500    5.910    2.800
   362.40    4.500    5.910    2.800
   362.50    4.500    5.910    2.800
   362.60    4.500    5.910    2.800
   362.70    4.500    5.910    2.795
   362.80    4.500    5.910    2.795
   362.90    4.500    5.910    2.795
   363.00    4.500    5.910    2.795
   363.10    4.500    5.910    2.790
   363.20    4.500    5.910    2.790
   363.30    4.500    5.910    2.790
   363.40    4.500    5.910    2.790
   363.50    4.500    5.910    2.790
   363.60    4.500    5.910    2.785
   363.70    4.500    5.910    2.785
   363.80    4.500    5.910    2.790
   363.90    4.500    5.910    2.790
   364.00    4.500    5.910    2.790
   364.10    4.500    5.910    2.790
   364.20    4.500    5.910    2.785
   364.30    4.500    5.910    2.785
   364.40    4.500    5.910    2.790
   364.50    4.500    5.910    2.785
   364.60    4.500    5.910    2.790
   364.70    4.500    5.915    2.790
   364.80    4.500    5.915    2.795
   364.90    4.500    5.910    2.795
   365.00    4.500    5.915    2.790
   365.10    4.500    5.915    2.790
   365.20    4.500    5.915    2.790
   365.30    4.500    5.915    2.790
   365.40    4.500    5.915    2.790
   365.50    4.500    5.915    2.790
   365.60    4.500    5.915    2.790
   365.70    4.500    5.915    2.795
   365.80    4.500    5.915    2.790
   365.90    4.500    5.915    2.790
   366.00    4.500    5.915    2.790
   366.10    4.500    5.915    2.790
   366.20    4.500    5.915    2.790
   366.30    4.500    5.915    2.790
   366.40    4.500    5.915    2.795
   366.50    4.500    5.915    2.795
   366.60    4.500    5.915    2.795
   366.70    4.500    5.915    2.795
   366.80    4.500    5.915    2.800
   366.90    4.500    5.915    2.800
   367.00    4.500    5.915    2.795
   367.10    4.500    5.915    2.795
   367.20    4.500    5.915    2.795
   367.30    4.500    5.915    2.795
   367.40    4.500    5.915    2.795
   367.50    4.500    5.915    2.795
   367.60    4.500    5.915    2.790
   367.70    4.500    5.915    2.795
   367.80    4.500    5.915    2.795
   367.90    4.500    5.915    2.795
   368.00    4.500    5.915    2.795
   368.10    4.500    5.915    2.795
   368.20    4.500    5.915    2.795
   368.30    4.500    5.915    2.790
   368.40    4.500    5.920    2.790
   368.50    4.500    5.920    2.790
   368.60    4.500    5.920    2.790
   368.70    4.500    5.920    2.790
   368.80    4.500    5.920    2.790
   368.90    4.500    5.920    2.790
   369.00    4.500    5.920    2.790
   369.10    4.500    5.920    2.790
   369.20    4.500    5.920    2.790
   369.30    4.500    5.920    2.790
   369.40    4.500    5.920    2.790
   369.50    4.500    5.920    2.790
   369.60    4.500    5.920    2.790
   369.70    4.500    5.920    2.790
   369.80    4.500    5.920    2.790
   369.90    4.500    5.920    2.790
   370.00    4.500    5.920    2.790
   370.10    4.500    5.920    2.795
   370.20    4.500    5.920    2.795
   370.30    4.500    5.920    2.795
   370.40    4.500    5.920    2.795
   370.50    4.500    5.920    2.795
   370.60    4.500    5.920    2.795
   370.70    4.500    5.920    2.795
   370.80    4.500    5.920    2.795
   370.90    4.500    5.920    2.795
   371.00    4.500    5.920    2.795
   371.10    4.500    5.920    2.795
   371.20    4.500    5.920    2.790
   371.30    4.500    5.920    2.795
   371.40    4.500    5.920    2.795
   371.50    4.500    5.920    2.790
   371.60    4.500    5.920    2.790
   371.70    4.500    5.920    2.795
   371.80    4.500    5.920    2.795
   371.90    4.500    5.920    2.795
   372.00    4.500    5.925    2.795
   372.10    4.500    5.925    2.800
   372.20    4.500    5.925    2.800
   372.30    4.500    5.925    2.800
   372.40    4.500    5.925    2.800
   372.50    4.500    5.925    2.800
   372.60    4.500    5.925    2.800
   372.70    4.500    5.925    2.795
   372.80    4.500    5.925    2.795
   372.90    4.500    5.925    2.795
   373.00    4.500    5.925    2.795
   373.10    4.500    5.925    2.795
   373.20    4.500    5.925    2.800
   373.30    4.500    5.925    2.795
   373.40    4.500    5.925    2.795
   373.50    4.500    5.925    2.795
   373.60    4.500    5.925    2.795
   373.70    4.500    5.925    2.795
   373.80    4.500    5.925    2.790
   373.90    4.500    5.925    2.790
   374.00    4.500    5.925    2.790
   374.10    4.500    5.925    2.790
   374.20    4.500    5.925    2.790
   374.30    4.500    5.925    2.785
   374.40    4.500    5.925    2.785
   374.50    4.500    5.925    2.790
   374.60    4.500    5.925    2.790
   374.70    4.500    5.925    2.785
   374.80    4.500    5.925    2.790
   374.90    4.500    5.925    2.785
   375.00    4.500    5.925    2.785
   375.10    4.500    5.925    2.790
   375.20    4.500    5.925    2.785
   375.30    4.500    5.925    2.785
   375.40    4.500    5.925    2.785
   375.50    4.500    5.925    2.790
   375.60    4.500    5.925    2.790
   375.70    4.500    5.925    2.790
   375.80    4.500    5.925    2.790
   375.90    4.500    5.925    2.790
   376.00    4.500    5.925    2.790
   376.10    4.500    5.925    2.790
   376.20    4.500    5.925    2.790
   376.30    4.500    5.925    2.790
   376.40    4.500    5.925    2.790
   376.50    4.500    5.925    2.795
   376.60    4.500    5.925    2.795
   376.70    4.500    5.925    2.795
   376.80    4.500    5.925    2.795
   376.90    4.500    5.925    2.795
   377.00    4.500    5.925    2.795
   377.10    4.500    5.925    2.795
   377.20    4.500    5.925    2.795
   377.30    4.500    5.925    2.795
   377.40    4.500    5.925    2.795
   377.50    4.500    5.925    2.790
   377.60    4.500    5.925    2.795
   377.70    4.500    5.925    2.790
   377.80    4.500    5.925    2.795
   377.90    4.500    5.925    2.795
   378.00    4.500    5.925    2.795
   378.10    4.500    5.925    2.795
   378.20    4.500    5.925    2.795
   378.30    4.500    5.930    2.790
   378.40    4.500    5.925    2.795
   378.50    4.500    5.925    2.795
   378.60    4.500    5.925    2.795
   378.70    4.500    5.930    2.795
   378.80    4.500    5.930    2.800
   378.90    4.500    5.930    2.800
   379.00    4.500    5.930    2.800
   379.10    4.500    5.930    2.800
   379.20    4.500    5.930    2.800
   379.30    4.500    5.930    2.800
   379.40    4.500    5.930    2.800
   379.50    4.500    5.930    2.800
   379.60    4.500    5.930    2.800
   379.70    4.500    5.930    2.800
   379.80    4.500    5.930    2.800
   379.90    4.500    5.930    2.800
   380.00    4.500    5.930    2.800
   380.10    4.500    5.930    2.800
   380.20    4.500    5.930    2.800
   380.30    4.500    5.930    2.800
   380.40    4.500    5.930    2.800
   380.50    4.500    5.930    2.795
   380.60    4.500    5.930    2.795
   380.70    4.500    5.930    2.795
   380.80    4.500    5.930    2.795
   380.90    4.500    5.930    2.800
   381.00    4.500    5.930    2.800
   381.10    4.500    5.930    2.800
   381.20    4.500    5.930    2.800
   381.30    4.500    5.930    2.800
   381.40    4.500    5.930    2.800
   381.50    4.500    5.930    2.800
   381.60    4.500    5.930    2.800
   381.70    4.500    5.930    2.805
   381.80    4.500    5.930    2.800
   381.90    4.500    5.930    2.800
   382.00    4.500    5.930    2.800
   382.10    4.500    5.930    2.800
   382.20    4.500    5.930    2.800
   382.30    4.500    5.930    2.800
   382.40    4.500    5.930    2.805
   382.50    4.500    5.930    2.805
   382.60    4.500    5.930    2.800
   382.70    4.500    5.930    2.800
   382.80    4.500    5.930    2.800
   382.90    4.500    5.930    2.800
   383.00    4.500    5.930    2.800
   383.10    4.500    5.930    2.800
   383.20    4.500    5.930    2.800
   383.30    4.500    5.930    2.795
   383.40    4.500    5.930    2.800
   383.50    4.500    5.930    2.795
   383.60    4.500    5.930    2.795
   383.70    4.500    5.930    2.795
   383.80    4.500    5.930    2.795
   383.90    4.500    5.930    2.795
   384.00    4.500    5.930    2.795
   384.10    4.500    5.930    2.795
   384.20    4.500    5.935    2.795
   384.30    4.500    5.930    2.795
   384.40    4.500    5.930    2.795
   384.50    4.500    5.935    2.795
   384.60    4.500    5.935    2.795
   384.70    4.500    5.935    2.790
   384.80    4.500    5.935    2.790
   384.90    4.500    5.935    2.795
   385.00    4.500    5.935    2.795
   385.10    4.500    5.935    2.795
   385.20    4.500    5.935    2.795
   385.30    4.500    5.935    2.795
   385.40    4.500    5.935    2.795
   385.50    4.500    5.935    2.790
   385.60    4.500    5.935    2.795
   385.70    4.500    5.935    2.795
   385.80    4.500    5.935    2.795
   385.90    4.500    5.935    2.790
   386.00    4.500    5.935    2.790
   386.10    4.500    5.935    2.785
   386.20    4.500    5.935    2.785
   386.30    4.500    5.935    2.785
   386.40    4.500    5.935    2.785
   386.50    4.500    5.935    2.785
   386.60    4.500    5.935    2.785
   386.70    4.500    5.935    2.785
   386.80    4.500    5.935    2.790
   386.90    4.500    5.935    2.790
   387.00    4.500    5.935    2.795
   387.10    4.500    5.935    2.795
   387.20    4.500    5.935    2.795
   387.30    4.500    5.935    2.790
   387.40    4.500    5.935    2.790
   387.50    4.500    5.935    2.790
   387.60    4.500    5.935    2.795
   387.70    4.500    5.935    2.795
   387.80    4.500    5.935    2.795
   387.90    4.500    5.935    2.795
   388.00    4.500    5.935    2.795
   388.10    4.500    5.935    2.795
   388.20    4.500    5.935    2.795
   388.30    4.500    5.935    2.795
   388.40    4.500    5.935    2.795
   388.50    4.500    5.935    2.795
   388.60    4.500    5.935    2.795
   388.70    4.500    5.935    2.795
   388.80    4.500    5.940    2.795
   388.90    4.500    5.940    2.795
   389.00    4.500    5.940    2.795
   389.10    4.500    5.940    2.795
   389.20    4.500    5.940    2.795
   389.30    4.500    5.940    2.795
   389.40    4.500    5.940    2.790
   389.50    4.500    5.940    2.790
   389.60    4.500    5.940    2.790
   389.70    4.500    5.940    2.795
   389.80    4.500    5.940    2.795
   389.90    4.500    5.940    2.795
   390.00    4.500    5.940    2.795
   390.10    4.500    5.940    2.795
   390.20    4.500    5.940    2.795
   390.30    4.500    5.940    2.795
   390.40    4.500    5.940    2.790
   390.50    4.500    5.940    2.795
   390.60    4.500    5.940    2.790
   390.70    4.500    5.940    2.790
   390.80    4.500    5.940    2.790
   390.90    4.500    5.940    2.790
   391.00    4.500    5.945    2.795
   391.10    4.500    5.945    2.795
   391.20    4.500    5.945    2.790
   391.30    4.500    5.945    2.795
   391.40    4.500    5.945    2.795
   391.50    4.500    5.945    2.795
   391.60    4.500    5.945    2.790
   391.70    4.500    5.945    2.790
   391.80    4.500    5.945    2.790
   391.90    4.500    5.945    2.790
   392.00    4.500    5.945    2.790
   392.10    4.500    5.945    2.790
   392.20    4.500    5.945    2.795
   392.30    4.500    5.945    2.795
   392.40    4.500    5.945    2.795
   392.50    4.500    5.945    2.795
   392.60    4.500    5.945    2.795
   392.70    4.500    5.945    2.795
   392.80    4.500    5.945    2.795
   392.90    4.500    5.945    2.795
   393.00    4.500    5.945    2.795
   393.10    4.500    5.945    2.795
   393.20    4.500    5.950    2.795
   393.30    4.500    5.945    2.790
   393.40    4.500    5.950    2.790
   393.50    4.500    5.945    2.790
   393.60    4.500    5.945    2.790
   393.70    4.500    5.950    2.790
   393.80    4.500    5.950    2.790
   393.90    4.500    5.945    2.790
   394.00    4.500    5.945    2.790
   394.10    4.500    5.950    2.785
   394.20    4.500    5.950    2.785
   394.30    4.500    5.945    2.785
   394.40    4.500    5.950    2.785
   394.50    4.500    5.950    2.785
   394.60    4.500    5.945    2.785
   394.70    4.500    5.945    2.785
   394.80    4.500    5.950    2.790
   394.90    4.500    5.945    2.790
   395.00    4.500    5.950    2.790
   395.10    4.500    5.950    2.795
   395.20    4.500    5.950    2.795
   395.30    4.500    5.950    2.790
   395.40    4.500    5.950    2.790
   395.50    4.500    5.950    2.795
   395.60    4.500    5.950    2.795
   395.70    4.500    5.950    2.795
   395.80    4.500    5.950    2.795
   395.90    4.500    5.950    2.795
   396.00    4.500    5.950    2.795
   396.10    4.500    5.950    2.795
   396.20    4.500    5.950    2.795
   396.30    4.500    5.950    2.795
   396.40    4.500    5.950    2.800
   396.50    4.500    5.950    2.800
   396.60    4.500    5.950    2.795
   396.70    4.500    5.950    2.795
   396.80    4.500    5.950    2.795
   396.90    4.500    5.950    2.800
   397.00    4.500    5.950    2.795
   397.10    4.500    5.950    2.795
   397.20    4.500    5.950    2.795
   397.30    4.500    5.950    2.795
   397.40    4.500    5.950    2.795
   397.50    4.500    5.950    2.795
   397.60    4.500    5.950    2.795
   397.70    4.500    5.950    2.795
   397.80    4.500    5.950    2.795
   397.90    4.500    5.950    2.795
   398.00    4.500    5.950    2.795
   398.10    4.500    5.950    2.795
   398.20    4.500    5.950    2.795
   398.30    4.500    5.950    2.795
   398.40    4.500    5.950    2.795
   398.50    4.500    5.950    2.795
   398.60    4.500    5.950    2.795
   398.70    4.500    5.950    2.790
   398.80    4.500    5.950    2.790
   398.90    4.500    5.950    2.790
   399.00    4.500    5.950    2.790
   399.10    4.500    5.950    2.790
   399.20    4.500    5.950    2.790
   399.30    4.500    5.950    2.785
   399.40    4.500    5.950    2.785
   399.50    4.500    5.950    2.790
   399.60    4.500    5.950    2.790
   399.70    4.500    5.950    2.795
   399.80    4.500    5.950    2.795
   399.90    4.500    5.950    2.795
   400.00    4.500    5.950    2.795
   400.10    4.500    5.950    2.790
   400.20    4.500    5.950    2.790
   400.30    4.500    5.950    2.790
   400.40    4.500    5.950    2.790
   400.50    4.500    5.950    2.790
   400.60    4.500    5.950    2.790
   400.70    4.500    5.950    2.790
   400.80    4.500    5.950    2.790
   400.90    4.500    5.950    2.790
   401.00    4.500    5.950    2.790
   401.10    4.500    5.950    2.790
   401.20    4.500    5.950    2.795
   401.30    4.500    5.950    2.795
   401.40    4.500    5.950    2.795
   401.50    4.500    5.950    2.790
   401.60    4.500    5.950    2.790
   401.70    4.500    5.950    2.790
   401.80    4.500    5.950    2.790
   401.90    4.500    5.950    2.790
   402.00    4.500    5.950    2.795
   402.10    4.500    5.950    2.795
   402.20    4.500    5.950    2.795
   402.30    4.500    5.950    2.795
   402.40    4.500    5.950    2.795
   402.50    4.500    5.950    2.795
   402.60    4.500    5.950    2.795
   402.70    4.500    5.950    2.795
   402.80    4.500    5.950    2.795
   402.90    4.500    5.950    2.795
   403.00    4.500    5.950    2.795
   403.10    4.500    5.950    2.795
   403.20    4.500    5.950    2.795
   403.30    4.500    5.950    2.795
   403.40    4.500    5.950    2.795
   403.50    4.500    5.955    2.795
   403.60    4.500    5.950    2.795
   403.70    4.500    5.955    2.795
   403.80    4.500    5.955    2.795
   403.90    4.500    5.955    2.790
   404.00    4.500    5.955    2.790
   404.10    4.500    5.955    2.790
   404.20    4.500    5.955    2.790
   404.30    4.500    5.955    2.790
   404.40    4.500    5.955    2.790
   404.50    4.500    5.955    2.795
   404.60    4.500    5.955    2.795
   404.70    4.500    5.955    2.795
   404.80    4.500    5.955    2.790
   404.90    4.500    5.955    2.795
   405.00    4.500    5.955    2.790
   405.10    4.500    5.955    2.790
   405.20    4.500    5.955    2.790
   405.30    4.500    5.955    2.790
   405.40    4.500    5.955    2.790
   405.50    4.500    5.955    2.790
   405.60    4.500    5.955    2.790
   405.70    4.500    5.955    2.785
   405.80    4.500    5.955    2.785
   405.90    4.500    5.955    2.785
   406.00    4.500    5.955    2.785
   406.10    4.500    5.955    2.785
   406.20    4.500    5.955    2.790
   406.30    4.500    5.955    2.785
   406.40    4.500    5.955    2.785
   406.50    4.500    5.955    2.785
   406.60    4.500    5.955    2.785
   406.70    4.500    5.955    2.785
   406.80    4.500    5.955    2.785
   406.90    4.500    5.955    2.785
   407.00    4.500    5.955    2.790
   407.10    4.500    5.955    2.790
   407.20    4.500    5.955    2.790
   407.30    4.500    5.955    2.790
   407.40    4.500    5.955    2.790
   407.50    4.500    5.955    2.790
   407.60    4.500    5.955    2.790
   407.70    4.500    5.955    2.790
   407.80    4.500    5.955    2.785
   407.90    4.500    5.955    2.785
   408.00    4.500    5.955    2.785
   408.10    4.500    5.955    2.785
   408.20    4.500    5.955    2.785
   408.30    4.500    5.955    2.785
   408.40    4.500    5.955    2.785
   408.50    4.500    5.955    2.785
   408.60    4.500    5.955    2.780
   408.70    4.500    5.955    2.785
   408.80    4.500    5.955    2.785
   408.90    4.500    5.955    2.785
   409.00    4.500    5.955    2.790
   409.10    4.500    5.955    2.790
   409.20    4.500    5.955    2.790
   409.30    4.500    5.955    2.795
   409.40    4.500    5.955    2.795
   409.50    4.500    5.955    2.795
   409.60    4.500    5.955    2.795
   409.70    4.500    5.955    2.795
   409.80    4.500    5.955    2.790
   409.90    4.500    5.955    2.790
   410.00    4.500    5.955    2.790
   410.10    4.500    5.955    2.790
   410.20    4.500    5.955    2.790
   410.30    4.500    5.955    2.790
   410.40    4.500    5.955    2.790
   410.50    4.500    5.955    2.785
   410.60    4.500    5.955    2.785
   410.70    4.500    5.955    2.785
   410.80    4.500    5.955    2.785
   410.90    4.500    5.955    2.785
   411.00    4.500    5.955    2.780
   411.10    4.500    5.955    2.780
   411.20    4.500    5.955    2.780
   411.30    4.500    5.960    2.780
   411.40    4.500    5.955    2.780
   411.50    4.500    5.960    2.780
   411.60    4.500    5.955    2.780
   411.70    4.500    5.960    2.780
   411.80    4.500    5.955    2.780
   411.90    4.500    5.955    2.780
   412.00    4.500    5.955    2.780
   412.10    4.500    5.955    2.780
   412.20    4.500    5.955    2.785
   412.30    4.500    5.955    2.785
   412.40    4.500    5.955    2.785
   412.50    4.500    5.960    2.785
   412.60    4.500    5.960    2.790
   412.70    4.500    5.960    2.790
   412.80    4.500    5.960    2.790
   412.90    4.500    5.960    2.790
   413.00    4.500    5.960    2.790
   413.10    4.500    5.960    2.790
   413.20    4.500    5.960    2.790
   413.30    4.500    5.960    2.790
   413.40    4.500    5.960    2.790
   413.50    4.500    5.960    2.790
   413.60    4.500    5.960    2.790
   413.70    4.500    5.960    2.790
   413.80    4.500    5.960    2.785
   413.90    4.500    5.960    2.785
   414.00    4.500    5.960    2.785
   414.10    4.500    5.960    2.785
   414.20    4.500    5.960    2.785
   414.30    4.500    5.960    2.785
   414.40    4.500    5.960    2.790
   414.50    4.500    5.960    2.785
   414.60    4.500    5.960    2.785
   414.70    4.500    5.960    2.785
   414.80    4.500    5.960    2.790
   414.90    4.500    5.960    2.790
   415.00    4.500    5.960    2.790
   415.10    4.500    5.960    2.795
   415.20    4.500    5.960    2.795
   415.30    4.500    5.960    2.795
   415.40    4.500    5.960    2.795
   415.50    4.500    5.960    2.795
   415.60    4.500    5.960    2.795
   415.70    4.500    5.960    2.795
   415.80    4.500    5.960    2.795
   415.90    4.500    5.960    2.795
   416.00    4.500    5.960    2.795
   416.10    4.500    5.960    2.795
   416.20    4.500    5.960    2.795
   416.30    4.500    5.960    2.795
   416.40    4.500    5.960    2.795
   416.50    4.500    5.960    2.800
   416.60    4.500    5.960    2.795
   416.70    4.500    5.960    2.795
   416.80    4.500    5.960    2.795
   416.90    4.500    5.960    2.795
   417.00    4.500    5.960    2.795
   417.10    4.500    5.960    2.790
   417.20    4.500    5.960    2.790
   417.30    4.500    5.960    2.790
   417.40    4.500    5.960    2.790
   417.50    4.500    5.960    2.790
   417.60    4.500    5.960    2.785
   417.70    4.500    5.960    2.785
   417.80    4.500    5.960    2.790
   417.90    4.500    5.960    2.790
   418.00    4.500    5.960    2.785
   418.10    4.500    5.960    2.785
   418.20    4.500    5.960    2.785
   418.30    4.500    5.960    2.785
   418.40    4.500    5.960    2.785
   418.50    4.500    5.960    2.785
   418.60    4.500    5.960    2.785
   418.70    4.500    5.960    2.785
   418.80    4.500    5.960    2.780
   418.90    4.500    5.960    2.780
   419.00    4.500    5.960    2.780
   419.10    4.500    5.960    2.780
   419.20    4.500    5.960    2.780
   419.30    4.500    5.960    2.780
   419.40    4.500    5.960    2.780
   419.50    4.500    5.960    2.780
   419.60    4.500    5.960    2.780
   419.70    4.500    5.960    2.785
   419.80    4.500    5.960    2.785
   419.90    4.500    5.960    2.785
   420.00    4.500    5.960    2.785
   420.10    4.500    5.960    2.780
   420.20    4.500    5.960    2.780
   420.30    4.500    5.960    2.780
   420.40    4.500    5.960    2.785
   420.50    4.500    5.960    2.785
   420.60    4.500    5.960    2.785
   420.70    4.500    5.960    2.785
   420.80    4.500    5.960    2.785
   420.90    4.500    5.960    2.785
   421.00    4.500    5.960    2.785
   421.10    4.500    5.960    2.785
   421.20    4.500    5.960    2.785
   421.30    4.500    5.960    2.785
   421.40    4.500    5.960    2.785
   421.50    4.500    5.960    2.785
   421.60    4.500    5.960    2.790
   421.70    4.500    5.960    2.790
   421.80    4.500    5.960    2.790
   421.90    4.500    5.960    2.790
   422.00    4.500    5.960    2.785
   422.10    4.500    5.960    2.785
   422.20    4.500    5.960    2.785
   422.30    4.500    5.960    2.785
   422.40    4.500    5.960    2.785
   422.50    4.500    5.960    2.785
   422.60    4.500    5.960    2.785
   422.70    4.500    5.960    2.785
   422.80    4.500    5.965    2.785
   422.90    4.500    5.960    2.785
   423.00    4.500    5.960    2.785
   423.10    4.500    5.960    2.780
   423.20    4.500    5.960    2.785
   423.30    4.500    5.960    2.785
   423.40    4.500    5.960    2.785
   423.50    4.500    5.960    2.785
   423.60    4.500    5.960    2.785
   423.70    4.500    5.960    2.785
   423.80    4.500    5.965    2.785
   423.90    4.500    5.965    2.785
   424.00    4.500    5.960    2.785
   424.10    4.500    5.960    2.785
   424.20    4.500    5.960    2.785
   424.30    4.500    5.960    2.785
   424.40    4.500    5.960    2.785
   424.50    4.500    5.960    2.785
   424.60    4.500    5.960    2.785
   424.70    4.500    5.965    2.785
   424.80    4.500    5.960    2.785
   424.90    4.500    5.960    2.780
   425.00    4.500    5.960    2.780
   425.10    4.500    5.965    2.780
   425.20    4.500    5.960    2.780
   425.30    4.500    5.960    2.780
   425.40    4.500    5.960    2.780
   425.50    4.500    5.965    2.780
   425.60    4.500    5.960    2.785
   425.70    4.500    5.960    2.785
   425.80    4.500    5.960    2.785
   425.90    4.500    5.960    2.780
   426.00    4.500    5.960    2.785
   426.10    4.500    5.960    2.785
   426.20    4.500    5.965    2.785
   426.30    4.500    5.960    2.790
   426.40    4.500    5.965    2.790
   426.50    4.500    5.960    2.790
   426.60    4.500    5.965    2.790
   426.70    4.500    5.960    2.785
   426.80    4.500    5.960    2.785
   426.90    4.500    5.960    2.790
   427.00    4.500    5.960    2.790
   427.10    4.500    5.960    2.785
   427.20    4.500    5.960    2.785
   427.30    4.500    5.960    2.790
   427.40    4.500    5.960    2.790
   427.50    4.500    5.960    2.785
   427.60    4.500    5.960    2.785
   427.70    4.500    5.960    2.785
   427.80    4.500    5.965    2.785
   427.90    4.500    5.965    2.790
   428.00    4.500    5.965    2.785
   428.10    4.500    5.960    2.790
   428.20    4.500    5.960    2.790
   428.30    4.500    5.960    2.790
   428.40    4.500    5.960    2.790
   428.50    4.500    5.960    2.790
   428.60    4.500    5.960    2.790
   428.70    4.500    5.965    2.785
   428.80    4.500    5.965    2.785
   428.90    4.500    5.965    2.785
   429.00    4.500    5.965    2.785
   429.10    4.500    5.965    2.785
   429.20    4.500    5.965    2.780
   429.30    4.500    5.965    2.780
   429.40    4.500    5.965    2.780
   429.50    4.500    5.965    2.780
   429.60    4.500    5.965    2.780
   429.70    4.500    5.965    2.785
   429.80    4.500    5.965    2.780
   429.90    4.500    5.965    2.785
   430.00    4.500    5.965    2.785
   430.10    4.500    5.965    2.785
   430.20    4.500    5.965    2.785
   430.30    4.500    5.965    2.785
   430.40    4.500    5.965    2.785
   430.50    4.500    5.965    2.785
   430.60    4.500    5.965    2.785
   430.70    4.500    5.965    2.785
   430.80    4.500    5.965    2.785
   430.90    4.500    5.965    2.785
   431.00    4.500    5.965    2.785
   431.10    4.500    5.965    2.785
   431.20    4.500    5.965    2.785
   431.30    4.500    5.965    2.785
   431.40    4.500    5.965    2.785
   431.50    4.500    5.965    2.785
   431.60    4.500    5.965    2.785
   431.70    4.500    5.965    2.785
   431.80    4.500    5.965    2.780
   431.90    4.500    5.965    2.780
   432.00    4.500    5.965    2.775
   432.10    4.500    5.965    2.775
   432.20    4.500    5.965    2.775
   432.30    4.500    5.965    2.770
   432.40    4.500    5.965    2.775
   432.50    4.500    5.965    2.775
   432.60    4.500    5.965    2.775
   432.70    4.500    5.965    2.775
   432.80    4.500    5.965    2.775
   432.90    4.500    5.965    2.770
   433.00    4.500    5.965    2.770
   433.10    4.500    5.965    2.770
   433.20    4.500    5.965    2.770
   433.30    4.500    5.965    2.770
   433.40    4.500    5.965    2.770
   433.50    4.500    5.965    2.775
   433.60    4.500    5.965    2.775
   433.70    4.500    5.965    2.775
   433.80    4.500    5.965    2.775
   433.90    4.500    5.965    2.775
   434.00    4.500    5.965    2.770
   434.10    4.500    5.965    2.775
   434.20    4.500    5.965    2.775
   434.30    4.500    5.965    2.775
   434.40    4.500    5.965    2.775
   434.50    4.500    5.965    2.775
   434.60    4.500    5.965    2.775
   434.70    4.500    5.965    2.780
   434.80    4.500    5.965    2.785
   434.90    4.500    5.965    2.780
   435.00    4.500    5.965    2.785
   435.10    4.500    5.965    2.785
   435.20    4.500    5.965    2.780
   435.30    4.500    5.965    2.780
   435.40    4.500    5.965    2.780
   435.50    4.500    5.965    2.780
   435.60    4.500    5.965    2.780
   435.70    4.500    5.965    2.785
   435.80    4.500    5.970    2.785
   435.90    4.500    5.970    2.780
   436.00    4.500    5.970    2.785
   436.10    4.500    5.970    2.785
   436.20    4.500    5.970    2.785
   436.30    4.500    5.970    2.785
   436.40    4.500    5.970    2.785
   436.50    4.500    5.970    2.780
   436.60    4.500    5.970    2.780
   436.70    4.500    5.970    2.780
   436.80    4.500    5.970    2.780
   436.90    4.500    5.970    2.780
   437.00    4.500    5.970    2.780
   437.10    4.500    5.970    2.785
   437.20    4.500    5.965    2.785
   437.30    4.500    5.970    2.785
   437.40    4.500    5.970    2.785
   437.50    4.500    5.970    2.785
   437.60    4.500    5.970    2.785
   437.70    4.500    5.970    2.785
   437.80    4.500    5.970    2.785
   437.90    4.500    5.965    2.785
   438.00    4.500    5.965    2.785
   438.10    4.500    5.970    2.785
   438.20    4.500    5.970    2.785
   438.30    4.500    5.970    2.790
   438.40    4.500    5.970    2.785
   438.50    4.500    5.970    2.785
   438.60    4.500    5.970    2.785
   438.70    4.500    5.970    2.790
   438.80    4.500    5.970    2.790
   438.90    4.500    5.970    2.790
   439.00    4.500    5.970    2.790
   439.10    4.500    5.970    2.790
   439.20    4.500    5.970    2.790
   439.30    4.500    5.970    2.790
   439.40    4.500    5.970    2.790
   439.50    4.500    5.970    2.790
   439.60    4.500    5.970    2.790
   439.70    4.500    5.970    2.790
   439.80    4.500    5.970    2.790
   439.90    4.500    5.970    2.790
   440.00    4.500    5.970    2.790
   440.10    4.500    5.970    2.790
   440.20    4.500    5.970    2.785
   440.30    4.500    5.970    2.790
   440.40    4.500    5.970    2.790
   440.50    4.500    5.970    2.790
   440.60    4.500    5.970    2.790
   440.70    4.500    5.970    2.785
   440.80    4.500    5.970    2.785
   440.90    4.500    5.970    2.780
   441.00    4.500    5.970    2.780
   441.10    4.500    5.970    2.780
   441.20    4.500    5.970    2.780
   441.30    4.500    5.970    2.780
   441.40    4.500    5.970    2.780
   441.50    4.500    5.970    2.775
   441.60    4.500    5.970    2.775
   441.70    4.500    5.970    2.775
   441.80    4.500    5.970    2.780
   441.90    4.500    5.970    2.780
   442.00    4.500    5.970    2.780
   442.10    4.500    5.970    2.785
   442.20    4.500    5.970    2.785
   442.30    4.500    5.970    2.785
   442.40    4.500    5.970    2.785
   442.50    4.500    5.970    2.785
   442.60    4.500    5.970    2.785
   442.70    4.500    5.970    2.780
   442.80    4.500    5.970    2.780
   442.90    4.500    5.970    2.780
   443.00    4.500    5.970    2.780
   443.10    4.500    5.970    2.780
   443.20    4.500    5.970    2.780
   443.30    4.500    5.970    2.780
   443.40    4.500    5.970    2.780
   443.50    4.500    5.970    2.785
   443.60    4.500    5.970    2.785
   443.70    4.500    5.970    2.785
   443.80    4.500    5.970    2.780
   443.90    4.500    5.970    2.785
