    Time   Pump 2       LT     Flow 
   156.10    4.500    5.050    2.765
   156.20    4.500    5.045    2.765
   156.30    4.500    5.045    2.765
   156.40    4.500    5.050    2.765
   156.50    4.500    5.050    2.765
   156.60    4.500    5.050    2.765
   156.70    4.500    5.050    2.765
   156.80    4.500    5.050    2.765
   156.90    4.500    5.050    2.770
   157.00    4.500    5.050    2.770
   157.10    4.500    5.050    2.770
   157.20    4.500    5.050    2.770
   157.30    4.500    5.055    2.770
   157.40    4.500    5.055    2.770
   157.50    4.500    5.055    2.770
   157.60    4.500    5.055    2.770
   157.70    4.500    5.055    2.770
   157.80    4.500    5.055    2.770
   157.90    4.500    5.055    2.770
   158.00    4.500    5.055    2.770
   158.10    4.500    5.055    2.770
   158.20    4.500    5.055    2.770
   158.30    4.500    5.055    2.765
   158.40    4.500    5.060    2.765
   158.50    4.500    5.060    2.765
   158.60    4.500    5.060    2.765
   158.70    4.500    5.060    2.765
   158.80    4.500    5.060    2.765
   158.90    4.500    5.060    2.770
   159.00    4.500    5.060    2.770
   159.10    4.500    5.060    2.770
   159.20    4.500    5.060    2.765
   159.30    4.500    5.060    2.770
   159.40    4.500    5.060    2.765
   159.50    4.500    5.065    2.765
   159.60    4.500    5.065    2.765
   159.70    4.500    5.065    2.765
   159.80    4.500    5.065    2.765
   159.90    4.500    5.065    2.765
   160.00    4.500    5.065    2.760
   160.10    4.500    5.065    2.760
   160.20    4.500    5.065    2.760
   160.30    4.500    5.070    2.760
   160.40    4.500    5.070    2.760
   160.50    4.500    5.070    2.760
   160.60    4.500    5.070    2.760
   160.70    4.500    5.070    2.760
   160.80    4.500    5.070    2.760
   160.90    4.500    5.070    2.765
   161.00    4.500    5.070    2.760
   161.10    4.500    5.070    2.760
   161.20    4.500    5.070    2.765
   161.30    4.500    5.075    2.765
   161.40    4.500    5.075    2.765
   161.50    4.500    5.075    2.765
   161.60    4.500    5.075    2.765
   161.70    4.500    5.075    2.765
   161.80    4.500    5.075    2.765
   161.90    4.500    5.075    2.765
   162.00    4.500    5.075    2.765
   162.10    4.500    5.075    2.770
   162.20    4.500    5.075    2.765
   162.30    4.500    5.075    2.765
   162.40    4.500    5.080    2.765
   162.50    4.500    5.080    2.760
   162.60    4.500    5.080    2.760
   162.70    4.500    5.080    2.760
   162.80    4.500    5.080    2.760
   162.90    4.500    5.080    2.765
   163.00    4.500    5.080    2.765
   163.10    4.500    5.080    2.765
   163.20    4.500    5.080    2.765
   163.30    4.500    5.080    2.765
   163.40    4.500    5.080    2.765
   163.50    4.500    5.080    2.765
   163.60    4.500    5.080    2.765
   163.70    4.500    5.085    2.765
   163.80    4.500    5.085    2.765
   163.90    4.500    5.085    2.765
   164.00    4.500    5.085    2.765
   164.10    4.500    5.085    2.765
   164.20    4.500    5.085    2.765
   164.30    4.500    5.085    2.765
   164.40    4.500    5.085    2.765
   164.50    4.500    5.085    2.765
   164.60    4.500    5.085    2.765
   164.70    4.500    5.085    2.765
   164.80    4.500    5.085    2.760
   164.90    4.500    5.085    2.760
   165.00    4.500    5.090    2.760
   165.10    4.500    5.090    2.765
   165.20    4.500    5.090    2.760
   165.30    4.500    5.090    2.765
   165.40    4.500    5.090    2.765
   165.50    4.500    5.090    2.760
   165.60    4.500    5.090    2.760
   165.70    4.500    5.090    2.760
   165.80    4.500    5.090    2.765
   165.90    4.500    5.090    2.765
   166.00    4.500    5.090    2.765
   166.10    4.500    5.090    2.765
   166.20    4.500    5.095    2.765
   166.30    4.500    5.095    2.765
   166.40    4.500    5.095    2.765
   166.50    4.500    5.095    2.765
   166.60    4.500    5.095    2.765
   166.70    4.500    5.095    2.765
   166.80    4.500    5.095    2.770
   166.90    4.500    5.095    2.770
   167.00    4.500    5.095    2.770
   167.10    4.500    5.100    2.770
   167.20    4.500    5.100    2.770
   167.30    4.500    5.100    2.770
   167.40    4.500    5.100    2.775
   167.50    4.500    5.100    2.770
   167.60    4.500    5.100    2.770
   167.70    4.500    5.100    2.770
   167.80    4.500    5.100    2.770
   167.90    4.500    5.100    2.770
   168.00    4.500    5.100    2.770
   168.10    4.500    5.105    2.770
   168.20    4.500    5.105    2.770
   168.30    4.500    5.105    2.770
   168.40    4.500    5.105    2.770
   168.50    4.500    5.105    2.770
   168.60    4.500    5.105    2.765
   168.70    4.500    5.105    2.765
   168.80    4.500    5.105    2.765
   168.90    4.500    5.105    2.770
   169.00    4.500    5.105    2.770
   169.10    4.500    5.105    2.770
   169.20    4.500    5.110    2.770
   169.30    4.500    5.110    2.770
   169.40    4.500    5.110    2.770
   169.50    4.500    5.110    2.775
   169.60    4.500    5.110    2.775
   169.70    4.500    5.110    2.775
   169.80    4.500    5.110    2.775
   169.90    4.500    5.115    2.775
   170.00    4.500    5.115    2.775
   170.10    4.500    5.115    2.775
   170.20    4.500    5.115    2.775
   170.30    4.500    5.115    2.770
   170.40    4.500    5.115    2.770
   170.50    4.500    5.115    2.765
   170.60    4.500    5.115    2.770
   170.70    4.500    5.115    2.770
   170.80    4.500    5.120    2.770
   170.90    4.500    5.120    2.770
   171.00    4.500    5.120    2.770
   171.10    4.500    5.120    2.765
   171.20    4.500    5.120    2.765
   171.30    4.500    5.120    2.765
   171.40    4.500    5.120    2.765
   171.50    4.500    5.120    2.765
   171.60    4.500    5.120    2.765
   171.70    4.500    5.120    2.765
   171.80    4.500    5.120    2.765
   171.90    4.500    5.120    2.760
   172.00    4.500    5.120    2.760
   172.10    4.500    5.120    2.765
   172.20    4.500    5.120    2.760
   172.30    4.500    5.120    2.760
   172.40    4.500    5.120    2.760
   172.50    4.500    5.125    2.760
   172.60    4.500    5.125    2.760
   172.70    4.500    5.125    2.760
   172.80    4.500    5.125    2.760
   172.90    4.500    5.125    2.760
   173.00    4.500    5.125    2.760
   173.10    4.500    5.125    2.760
   173.20    4.500    5.125    2.765
   173.30    4.500    5.125    2.765
   173.40    4.500    5.125    2.760
   173.50    4.500    5.130    2.760
   173.60    4.500    5.130    2.765
   173.70    4.500    5.130    2.765
   173.80    4.500    5.130    2.765
   173.90    4.500    5.130    2.765
   174.00    4.500    5.130    2.765
   174.10    4.500    5.130    2.765
   174.20    4.500    5.130    2.765
   174.30    4.500    5.130    2.765
   174.40    4.500    5.130    2.765
   174.50    4.500    5.130    2.760
   174.60    4.500    5.135    2.765
   174.70    4.500    5.135    2.760
   174.80    4.500    5.135    2.760
   174.90    4.500    5.135    2.760
   175.00    4.500    5.135    2.760
   175.10    4.500    5.135    2.760
   175.20    4.500    5.135    2.760
   175.30    4.500    5.135    2.760
   175.40    4.500    5.135    2.760
   175.50    4.500    5.135    2.760
   175.60    4.500    5.135    2.765
   175.70    4.500    5.135    2.765
   175.80    4.500    5.135    2.765
   175.90    4.500    5.135    2.765
   176.00    4.500    5.135    2.765
   176.10    4.500    5.140    2.765
   176.20    4.500    5.135    2.765
   176.30    4.500    5.140    2.765
   176.40    4.500    5.140    2.765
   176.50    4.500    5.140    2.765
   176.60    4.500    5.140    2.760
   176.70    4.500    5.140    2.760
   176.80    4.500    5.140    2.760
   176.90    4.500    5.140    2.760
   177.00    4.500    5.140    2.765
   177.10    4.500    5.140    2.765
   177.20    4.500    5.140    2.770
   177.30    4.500    5.140    2.770
   177.40    4.500    5.140    2.765
   177.50    4.500    5.145    2.765
   177.60    4.500    5.145    2.765
   177.70    4.500    5.145    2.765
   177.80    4.500    5.145    2.765
   177.90    4.500    5.145    2.765
   178.00    4.500    5.145    2.765
   178.10    4.500    5.145    2.765
   178.20    4.500    5.145    2.760
   178.30    4.500    5.145    2.760
   178.40    4.500    5.145    2.760
   178.50    4.500    5.145    2.760
   178.60    4.500    5.145    2.755
   178.70    4.500    5.145    2.755
   178.80    4.500    5.145    2.755
   178.90    4.500    5.150    2.755
   179.00    4.500    5.150    2.755
   179.10    4.500    5.150    2.755
   179.20    4.500    5.150    2.755
   179.30    4.500    5.150    2.755
   179.40    4.500    5.150    2.755
   179.50    4.500    5.150    2.755
   179.60    4.500    5.150    2.755
   179.70    4.500    5.150    2.755
   179.80    4.500    5.150    2.755
   179.90    4.500    5.150    2.760
   180.00    4.500    5.150    2.760
   180.10    4.500    5.150    2.760
   180.20    4.500    5.150    2.760
   180.30    4.500    5.150    2.760
   180.40    4.500    5.155    2.755
   180.50    4.500    5.155    2.755
   180.60    4.500    5.155    2.755
   180.70    4.500    5.155    2.755
   180.80    4.500    5.155    2.755
   180.90    4.500    5.155    2.755
   181.00    4.500    5.155    2.755
   181.10    4.500    5.155    2.755
   181.20    4.500    5.155    2.755
   181.30    4.500    5.155    2.755
   181.40    4.500    5.155    2.755
   181.50    4.500    5.155    2.755
   181.60    4.500    5.155    2.755
   181.70    4.500    5.155    2.750
   181.80    4.500    5.155    2.750
   181.90    4.500    5.160    2.755
   182.00    4.500    5.160    2.755
   182.10    4.500    5.160    2.755
   182.20    4.500    5.160    2.755
   182.30    4.500    5.160    2.755
   182.40    4.500    5.160    2.755
   182.50    4.500    5.160    2.755
   182.60    4.500    5.160    2.755
   182.70    4.500    5.160    2.755
   182.80    4.500    5.160    2.755
   182.90    4.500    5.160    2.755
   183.00    4.500    5.160    2.750
   183.10    4.500    5.165    2.755
   183.20    4.500    5.165    2.755
   183.30    4.500    5.165    2.755
   183.40    4.500    5.165    2.755
   183.50    4.500    5.165    2.755
   183.60    4.500    5.165    2.755
   183.70    4.500    5.165    2.755
   183.80    4.500    5.165    2.750
   183.90    4.500    5.165    2.750
   184.00    4.500    5.165    2.750
   184.10    4.500    5.165    2.755
   184.20    4.500    5.165    2.755
   184.30    4.500    5.165    2.755
   184.40    4.500    5.165    2.755
   184.50    4.500    5.165    2.755
   184.60    4.500    5.165    2.755
   184.70    4.500    5.165    2.755
   184.80    4.500    5.165    2.755
   184.90    4.500    5.165    2.755
   185.00    4.500    5.170    2.755
   185.10    4.500    5.170    2.755
   185.20    4.500    5.170    2.750
   185.30    4.500    5.170    2.755
   185.40    4.500    5.170    2.750
   185.50    4.500    5.170    2.750
   185.60    4.500    5.170    2.750
   185.70    4.500    5.170    2.750
   185.80    4.500    5.170    2.750
   185.90    4.500    5.170    2.750
   186.00    4.500    5.170    2.750
   186.10    4.500    5.170    2.750
   186.20    4.500    5.170    2.750
   186.30    4.500    5.170    2.750
   186.40    4.500    5.170    2.750
   186.50    4.500    5.170    2.750
   186.60    4.500    5.175    2.750
   186.70    4.500    5.175    2.750
   186.80    4.500    5.175    2.750
   186.90    4.500    5.175    2.755
   187.00    4.500    5.175    2.750
   187.10    4.500    5.175    2.750
   187.20    4.500    5.175    2.755
   187.30    4.500    5.175    2.755
   187.40    4.500    5.175    2.755
   187.50    4.500    5.175    2.755
   187.60    4.500    5.180    2.755
   187.70    4.500    5.180    2.755
   187.80    4.500    5.180    2.755
   187.90    4.500    5.180    2.750
   188.00    4.500    5.180    2.755
   188.10    4.500    5.180    2.755
   188.20    4.500    5.180    2.755
   188.30    4.500    5.180    2.760
   188.40    4.500    5.180    2.760
   188.50    4.500    5.180    2.760
   188.60    4.500    5.180    2.760
   188.70    4.500    5.180    2.760
   188.80    4.500    5.185    2.760
   188.90    4.500    5.185    2.760
   189.00    4.500    5.185    2.760
   189.10    4.500    5.185    2.755
   189.20    4.500    5.185    2.755
   189.30    4.500    5.185    2.755
   189.40    4.500    5.185    2.755
   189.50    4.500    5.185    2.755
   189.60    4.500    5.185    2.755
   189.70    4.500    5.185    2.755
   189.80    4.500    5.185    2.755
   189.90    4.500    5.190    2.755
   190.00    4.500    5.190    2.750
   190.10    4.500    5.190    2.755
   190.20    4.500    5.190    2.750
   190.30    4.500    5.190    2.750
   190.40    4.500    5.190    2.755
   190.50    4.500    5.190    2.755
   190.60    4.500    5.190    2.755
   190.70    4.500    5.190    2.755
   190.80    4.500    5.190    2.755
   190.90    4.500    5.190    2.755
   191.00    4.500    5.190    2.755
   191.10    4.500    5.190    2.755
   191.20    4.500    5.190    2.755
   191.30    4.500    5.190    2.755
   191.40    4.500    5.190    2.755
   191.50    4.500    5.190    2.760
   191.60    4.500    5.190    2.755
   191.70    4.500    5.190    2.755
   191.80    4.500    5.190    2.755
   191.90    4.500    5.190    2.755
   192.00    4.500    5.190    2.755
   192.10    4.500    5.195    2.755
   192.20    4.500    5.195    2.755
   192.30    4.500    5.195    2.755
   192.40    4.500    5.195    2.755
   192.50    4.500    5.195    2.755
   192.60    4.500    5.195    2.755
   192.70    4.500    5.195    2.755
   192.80    4.500    5.195    2.755
   192.90    4.500    5.195    2.755
   193.00    4.500    5.200    2.755
   193.10    4.500    5.200    2.755
   193.20    4.500    5.200    2.760
   193.30    4.500    5.200    2.760
   193.40    4.500    5.200    2.760
   193.50    4.500    5.200    2.760
   193.60    4.500    5.200    2.760
   193.70    4.500    5.200    2.760
   193.80    4.500    5.200    2.760
   193.90    4.500    5.200    2.755
   194.00    4.500    5.200    2.760
   194.10    4.500    5.205    2.760
   194.20    4.500    5.205    2.755
   194.30    4.500    5.205    2.760
   194.40    4.500    5.205    2.755
   194.50    4.500    5.205    2.755
   194.60    4.500    5.205    2.755
   194.70    4.500    5.205    2.755
   194.80    4.500    5.205    2.755
   194.90    4.500    5.205    2.755
   195.00    4.500    5.205    2.750
   195.10    4.500    5.205    2.750
   195.20    4.500    5.205    2.750
   195.30    4.500    5.205    2.755
   195.40    4.500    5.205    2.755
   195.50    4.500    5.205    2.755
   195.60    4.500    5.210    2.755
   195.70    4.500    5.210    2.755
   195.80    4.500    5.210    2.760
   195.90    4.500    5.210    2.760
   196.00    4.500    5.210    2.760
   196.10    4.500    5.210    2.760
   196.20    4.500    5.210    2.760
   196.30    4.500    5.210    2.765
   196.40    4.500    5.210    2.760
   196.50    4.500    5.210    2.765
   196.60    4.500    5.210    2.760
   196.70    4.500    5.215    2.760
   196.80    4.500    5.215    2.760
   196.90    4.500    5.215    2.765
   197.00    4.500    5.215    2.760
   197.10    4.500    5.215    2.765
   197.20    4.500    5.215    2.765
   197.30    4.500    5.215    2.760
   197.40    4.500    5.215    2.760
   197.50    4.500    5.215    2.765
   197.60    4.500    5.215    2.765
   197.70    4.500    5.215    2.765
   197.80    4.500    5.215    2.760
   197.90    4.500    5.215    2.760
   198.00    4.500    5.215    2.760
   198.10    4.500    5.215    2.765
   198.20    4.500    5.215    2.765
   198.30    4.500    5.215    2.765
   198.40    4.500    5.220    2.765
   198.50    4.500    5.220    2.765
   198.60    4.500    5.220    2.765
   198.70    4.500    5.220    2.765
   198.80    4.500    5.220    2.765
   198.90    4.500    5.220    2.765
   199.00    4.500    5.220    2.765
   199.10    4.500    5.220    2.765
   199.20    4.500    5.220    2.765
   199.30    4.500    5.220    2.770
   199.40    4.500    5.220    2.765
   199.50    4.500    5.220    2.770
   199.60    4.500    5.220    2.770
   199.70    4.500    5.220    2.765
   199.80    4.500    5.220    2.765
   199.90    4.500    5.220    2.765
   200.00    4.500    5.220    2.765
   200.10    4.500    5.220    2.765
   200.20    4.500    5.220    2.765
   200.30    4.500    5.220    2.765
   200.40    4.500    5.225    2.765
   200.50    4.500    5.225    2.770
   200.60    4.500    5.225    2.765
   200.70    4.500    5.225    2.765
   200.80    4.500    5.225    2.765
   200.90    4.500    5.225    2.765
   201.00    4.500    5.225    2.765
   201.10    4.500    5.225    2.765
   201.20    4.500    5.225    2.765
   201.30    4.500    5.225    2.765
   201.40    4.500    5.225    2.765
   201.50    4.500    5.225    2.760
   201.60    4.500    5.225    2.760
   201.70    4.500    5.225    2.760
   201.80    4.500    5.225    2.760
   201.90    4.500    5.225    2.765
   202.00    4.500    5.230    2.765
   202.10    4.500    5.225    2.765
   202.20    4.500    5.230    2.765
   202.30    4.500    5.230    2.765
   202.40    4.500    5.230    2.765
   202.50    4.500    5.230    2.765
   202.60    4.500    5.230    2.765
   202.70    4.500    5.230    2.765
   202.80    4.500    5.230    2.765
   202.90    4.500    5.230    2.765
   203.00    4.500    5.230    2.760
   203.10    4.500    5.230    2.760
   203.20    4.500    5.230    2.760
   203.30    4.500    5.230    2.755
   203.40    4.500    5.235    2.760
   203.50    4.500    5.235    2.760
   203.60    4.500    5.235    2.755
   203.70    4.500    5.235    2.760
   203.80    4.500    5.235    2.755
   203.90    4.500    5.235    2.755
   204.00    4.500    5.235    2.755
   204.10    4.500    5.235    2.755
   204.20    4.500    5.235    2.760
   204.30    4.500    5.235    2.760
   204.40    4.500    5.235    2.760
   204.50    4.500    5.235    2.760
   204.60    4.500    5.235    2.755
   204.70    4.500    5.235    2.755
   204.80    4.500    5.235    2.755
   204.90    4.500    5.235    2.755
   205.00    4.500    5.235    2.755
   205.10    4.500    5.235    2.755
   205.20    4.500    5.235    2.755
   205.30    4.500    5.235    2.755
   205.40    4.500    5.240    2.755
   205.50    4.500    5.240    2.755
   205.60    4.500    5.240    2.755
   205.70    4.500    5.240    2.755
   205.80    4.500    5.240    2.755
   205.90    4.500    5.240    2.755
   206.00    4.500    5.240    2.755
   206.10    4.500    5.240    2.755
   206.20    4.500    5.240    2.755
   206.30    4.500    5.240    2.755
   206.40    4.500    5.240    2.755
   206.50    4.500    5.240    2.755
   206.60    4.500    5.240    2.755
   206.70    4.500    5.240    2.755
   206.80    4.500    5.245    2.755
   206.90    4.500    5.245    2.755
   207.00    4.500    5.245    2.755
   207.10    4.500    5.245    2.760
   207.20    4.500    5.245    2.760
   207.30    4.500    5.245    2.760
   207.40    4.500    5.245    2.760
   207.50    4.500    5.245    2.760
   207.60    4.500    5.245    2.755
   207.70    4.500    5.245    2.760
   207.80    4.500    5.245    2.760
   207.90    4.500    5.245    2.760
   208.00    4.500    5.245    2.760
   208.10    4.500    5.245    2.760
   208.20    4.500    5.245    2.760
   208.30    4.500    5.245    2.760
   208.40    4.500    5.245    2.760
   208.50    4.500    5.250    2.760
   208.60    4.500    5.245    2.760
   208.70    4.500    5.250    2.760
   208.80    4.500    5.245    2.765
   208.90    4.500    5.250    2.765
   209.00    4.500    5.250    2.765
   209.10    4.500    5.250    2.765
   209.20    4.500    5.250    2.760
   209.30    4.500    5.250    2.755
   209.40    4.500    5.250    2.755
   209.50    4.500    5.250    2.755
   209.60    4.500    5.250    2.755
   209.70    4.500    5.250    2.755
   209.80    4.500    5.250    2.755
   209.90    4.500    5.250    2.755
   210.00    4.500    5.250    2.755
   210.10    4.500    5.255    2.755
   210.20    4.500    5.255    2.755
   210.30    4.500    5.255    2.760
   210.40    4.500    5.255    2.760
   210.50    4.500    5.255    2.760
   210.60    4.500    5.255    2.760
   210.70    4.500    5.255    2.760
   210.80    4.500    5.255    2.760
   210.90    4.500    5.255    2.760
   211.00    4.500    5.255    2.760
   211.10    4.500    5.255    2.760
   211.20    4.500    5.255    2.760
   211.30    4.500    5.255    2.765
   211.40    4.500    5.255    2.765
   211.50    4.500    5.260    2.765
   211.60    4.500    5.260    2.765
   211.70    4.500    5.260    2.765
   211.80    4.500    5.260    2.765
   211.90    4.500    5.260    2.765
   212.00    4.500    5.260    2.765
   212.10    4.500    5.260    2.765
   212.20    4.500    5.260    2.760
   212.30    4.500    5.260    2.760
   212.40    4.500    5.260    2.755
   212.50    4.500    5.260    2.755
   212.60    4.500    5.260    2.755
   212.70    4.500    5.265    2.750
   212.80    4.500    5.265    2.750
   212.90    4.500    5.265    2.750
   213.00    4.500    5.265    2.750
   213.10    4.500    5.265    2.750
   213.20    4.500    5.265    2.750
   213.30    4.500    5.265    2.750
   213.40    4.500    5.265    2.755
   213.50    4.500    5.265    2.750
   213.60    4.500    5.265    2.750
   213.70    4.500    5.265    2.750
   213.80    4.500    5.265    2.750
   213.90    4.500    5.265    2.750
   214.00    4.500    5.265    2.750
   214.10    4.500    5.265    2.750
   214.20    4.500    5.265    2.750
   214.30    4.500    5.265    2.750
   214.40    4.500    5.270    2.750
   214.50    4.500    5.270    2.750
   214.60    4.500    5.270    2.755
   214.70    4.500    5.270    2.755
   214.80    4.500    5.270    2.755
   214.90    4.500    5.270    2.755
   215.00    4.500    5.270    2.755
   215.10    4.500    5.270    2.755
   215.20    4.500    5.270    2.755
   215.30    4.500    5.270    2.755
   215.40    4.500    5.270    2.755
   215.50    4.500    5.270    2.760
   215.60    4.500    5.270    2.760
   215.70    4.500    5.275    2.760
   215.80    4.500    5.270    2.755
   215.90    4.500    5.275    2.760
   216.00    4.500    5.275    2.760
   216.10    4.500    5.275    2.760
   216.20    4.500    5.275    2.760
   216.30    4.500    5.275    2.760
   216.40    4.500    5.275    2.760
   216.50    4.500    5.275    2.760
   216.60    4.500    5.275    2.760
   216.70    4.500    5.275    2.755
   216.80    4.500    5.275    2.755
   216.90    4.500    5.275    2.755
   217.00    4.500    5.275    2.755
   217.10    4.500    5.275    2.755
   217.20    4.500    5.275    2.755
   217.30    4.500    5.275    2.755
   217.40    4.500    5.280    2.755
   217.50    4.500    5.275    2.755
   217.60    4.500    5.275    2.760
   217.70    4.500    5.280    2.760
   217.80    4.500    5.280    2.760
   217.90    4.500    5.280    2.760
   218.00    4.500    5.280    2.755
   218.10    4.500    5.280    2.755
   218.20    4.500    5.280    2.760
   218.30    4.500    5.280    2.755
   218.40    4.500    5.280    2.760
   218.50    4.500    5.280    2.760
   218.60    4.500    5.280    2.755
   218.70    4.500    5.280    2.755
   218.80    4.500    5.280    2.755
   218.90    4.500    5.280    2.755
   219.00    4.500    5.280    2.755
   219.10    4.500    5.280    2.750
   219.20    4.500    5.280    2.750
   219.30    4.500    5.280    2.755
   219.40    4.500    5.280    2.755
   219.50    4.500    5.280    2.755
   219.60    4.500    5.285    2.755
   219.70    4.500    5.280    2.755
   219.80    4.500    5.280    2.755
   219.90    4.500    5.285    2.755
   220.00    4.500    5.285    2.755
   220.10    4.500    5.285    2.755
   220.20    4.500    5.285    2.755
   220.30    4.500    5.285    2.760
   220.40    4.500    5.285    2.760
   220.50    4.500    5.285    2.760
   220.60    4.500    5.285    2.760
   220.70    4.500    5.285    2.760
   220.80    4.500    5.285    2.760
   220.90    4.500    5.285    2.760
   221.00    4.500    5.285    2.760
   221.10    4.500    5.285    2.760
   221.20    4.500    5.285    2.760
   221.30    4.500    5.285    2.760
   221.40    4.500    5.285    2.760
   221.50    4.500    5.285    2.760
   221.60    4.500    5.285    2.765
   221.70    4.500    5.285    2.765
   221.80    4.500    5.285    2.765
   221.90    4.500    5.290    2.765
   222.00    4.500    5.290    2.765
   222.10    4.500    5.290    2.765
   222.20    4.500    5.290    2.765
   222.30    4.500    5.290    2.765
   222.40    4.500    5.290    2.760
   222.50    4.500    5.290    2.760
   222.60    4.500    5.290    2.760
   222.70    4.500    5.290    2.755
   222.80    4.500    5.290    2.755
   222.90    4.500    5.290    2.755
   223.00    4.500    5.295    2.755
   223.10    4.500    5.290    2.755
   223.20    4.500    5.290    2.755
   223.30    4.500    5.295    2.760
   223.40    4.500    5.295    2.760
   223.50    4.500    5.295    2.760
   223.60    4.500    5.295    2.765
   223.70    4.500    5.295    2.765
   223.80    4.500    5.295    2.765
   223.90    4.500    5.295    2.765
   224.00    4.500    5.295    2.765
   224.10    4.500    5.295    2.765
   224.20    4.500    5.295    2.765
   224.30    4.500    5.295    2.765
   224.40    4.500    5.295    2.765
   224.50    4.500    5.295    2.765
   224.60    4.500    5.295    2.765
   224.70    4.500    5.295    2.765
   224.80    4.500    5.295    2.765
   224.90    4.500    5.300    2.765
   225.00    4.500    5.300    2.765
   225.10    4.500    5.300    2.765
   225.20    4.500    5.300    2.765
   225.30    4.500    5.300    2.760
   225.40    4.500    5.300    2.760
   225.50    4.500    5.300    2.765
   225.60    4.500    5.300    2.760
   225.70    4.500    5.300    2.760
   225.80    4.500    5.300    2.765
   225.90    4.500    5.300    2.765
   226.00    4.500    5.300    2.765
   226.10    4.500    5.305    2.765
   226.20    4.500    5.305    2.765
   226.30    4.500    5.305    2.765
   226.40    4.500    5.305    2.760
   226.50    4.500    5.305    2.760
   226.60    4.500    5.305    2.765
   226.70    4.500    5.305    2.765
   226.80    4.500    5.305    2.760
   226.90    4.500    5.305    2.760
   227.00    4.500    5.305    2.760
   227.10    4.500    5.305    2.760
   227.20    4.500    5.305    2.760
   227.30    4.500    5.305    2.760
   227.40    4.500    5.305    2.760
   227.50    4.500    5.305    2.760
   227.60    4.500    5.310    2.760
   227.70    4.500    5.310    2.755
   227.80    4.500    5.310    2.755
   227.90    4.500    5.310    2.755
   228.00    4.500    5.310    2.760
   228.10    4.500    5.310    2.760
   228.20    4.500    5.310    2.760
   228.30    4.500    5.310    2.760
   228.40    4.500    5.310    2.760
   228.50    4.500    5.310    2.760
   228.60    4.500    5.310    2.760
   228.70    4.500    5.310    2.760
   228.80    4.500    5.310    2.760
   228.90    4.500    5.310    2.760
   229.00    4.500    5.310    2.760
   229.10    4.500    5.310    2.760
   229.20    4.500    5.315    2.760
   229.30    4.500    5.315    2.760
   229.40    4.500    5.315    2.760
   229.50    4.500    5.315    2.760
   229.60    4.500    5.315    2.760
   229.70    4.500    5.315    2.760
   229.80    4.500    5.315    2.760
   229.90    4.500    5.315    2.755
   230.00    4.500    5.315    2.760
   230.10    4.500    5.315    2.755
   230.20    4.500    5.315    2.755
   230.30    4.500    5.315    2.755
   230.40    4.500    5.315    2.760
   230.50    4.500    5.315    2.760
   230.60    4.500    5.315    2.765
   230.70    4.500    5.315    2.765
   230.80    4.500    5.315    2.765
   230.90    4.500    5.315    2.765
   231.00    4.500    5.315    2.765
   231.10    4.500    5.320    2.765
   231.20    4.500    5.320    2.765
   231.30    4.500    5.320    2.760
   231.40    4.500    5.320    2.760
   231.50    4.500    5.320    2.760
   231.60    4.500    5.320    2.760
   231.70    4.500    5.320    2.760
   231.80    4.500    5.320    2.760
   231.90    4.500    5.320    2.760
   232.00    4.500    5.320    2.760
   232.10    4.500    5.320    2.760
   232.20    4.500    5.325    2.760
   232.30    4.500    5.325    2.760
   232.40    4.500    5.325    2.760
   232.50    4.500    5.325    2.760
   232.60    4.500    5.325    2.760
   232.70    4.500    5.325    2.760
   232.80    4.500    5.325    2.760
   232.90    4.500    5.325    2.760
   233.00    4.500    5.325    2.760
   233.10    4.500    5.325    2.760
   233.20    4.500    5.325    2.760
   233.30    4.500    5.325    2.760
   233.40    4.500    5.325    2.760
   233.50    4.500    5.325    2.760
   233.60    4.500    5.325    2.760
   233.70    4.500    5.325    2.760
   233.80    4.500    5.325    2.760
   233.90    4.500    5.325    2.765
   234.00    4.500    5.325    2.760
   234.10    4.500    5.325    2.760
   234.20    4.500    5.325    2.765
   234.30    4.500    5.325    2.765
   234.40    4.500    5.330    2.765
   234.50    4.500    5.330    2.760
   234.60    4.500    5.330    2.765
   234.70    4.500    5.330    2.765
   234.80    4.500    5.330    2.760
   234.90    4.500    5.330    2.760
   235.00    4.500    5.330    2.760
   235.10    4.500    5.330    2.760
   235.20    4.500    5.330    2.760
   235.30    4.500    5.330    2.760
   235.40    4.500    5.330    2.760
   235.50    4.500    5.330    2.760
   235.60    4.500    5.330    2.760
   235.70    4.500    5.330    2.760
   235.80    4.500    5.335    2.760
   235.90    4.500    5.335    2.765
   236.00    4.500    5.335    2.760
   236.10    4.500    5.335    2.765
   236.20    4.500    5.335    2.765
   236.30    4.500    5.335    2.765
   236.40    4.500    5.335    2.765
   236.50    4.500    5.335    2.760
   236.60    4.500    5.335    2.760
   236.70    4.500    5.335    2.765
   236.80    4.500    5.335    2.765
   236.90    4.500    5.335    2.770
   237.00    4.500    5.335    2.765
   237.10    4.500    5.335    2.770
   237.20    4.500    5.335    2.770
   237.30    4.500    5.335    2.770
   237.40    4.500    5.335    2.770
   237.50    4.500    5.335    2.765
   237.60    4.500    5.335    2.765
   237.70    4.500    5.335    2.765
   237.80    4.500    5.335    2.765
   237.90    4.500    5.335    2.765
   238.00    4.500    5.335    2.765
   238.10    4.500    5.340    2.765
   238.20    4.500    5.340    2.770
