Temp rho wgt
0	0.99987	62.416
4.0	1.00000	62.424
4.4	0.99999	62.423
10	0.99975	62.408
15.6	0.99907	62.366
21	0.99802	62.300
26.7	0.99669	62.217
32.2	0.99510	62.118
37.8	0.99318	61.998
48.9	0.98870	61.719
60	0.98338	61.386
71.1	0.97729	61.006
82.2	0.97056	60.586
93.3	0.96333	60.135
100	0.95865	59.843
