Run No.,Plate Type,Sample,Date,Time,T1,T2,T3,T4,T5,Air Velocity,Voltage,Current
1,Finned Plate,96,9/12/2023,14:17:15,54.84199,48.56856,46.2248,45.77951,26.07247,8.223018,244.7126,0.2951633
1,Finned Plate,97,9/12/2023,14:17:36,54.45138,48.25606,46.0295,45.61544,26.02168,8.204065,244.7796,0.2953427
1,Finned Plate,98,9/12/2023,14:17:56,54.06856,47.9748,45.74044,45.32637,26.00606,8.111428,244.623,0.2952214
1,Finned Plate,99,9/12/2023,14:18:17,53.79512,47.74044,45.5295,45.13887,26.08809,8.001333,244.8279,0.2952214
1,Finned Plate,100,9/12/2023,14:18:38,53.51388,47.50606,45.342,44.88105,26.12324,8.0893,244.8465,0.2952214
1,Finned Plate,101,9/12/2023,14:18:59,53.24043,47.30294,45.11544,44.6545,26.08809,8.09029,244.954,0.2953427
1,Finned Plate,102,9/12/2023,14:19:19,53.12325,47.16231,45.02168,44.58419,26.11153,7.986503,244.9244,0.295474
1,Finned Plate,103,9/12/2023,14:19:40,52.90449,46.99824,44.85762,44.42012,25.967,8.180762,244.8683,0.295282
1,Finned Plate,104,9/12/2023,14:20:01,52.7717,46.95137,44.77951,44.37325,25.89277,8.093843,244.7609,0.2951633
1,Finned Plate,105,9/12/2023,14:20:21,52.70918,46.81074,44.64669,44.2795,25.92402,7.958815,244.6347,0.2950295
1,Finned Plate,106,9/12/2023,14:20:42,52.54512,46.77951,44.58419,44.12325,26.11934,8.139286,244.5677,0.2950295
1,Finned Plate,107,9/12/2023,14:21:03,52.45919,46.73263,44.49044,44.07637,26.06856,8.238609,244.7048,0.2950951
1,Finned Plate,108,9/12/2023,14:21:23,52.38888,46.592,44.42794,44.0373,26.15059,8.132373,244.8349,0.295282
1,Finned Plate,109,9/12/2023,14:21:44,52.34981,46.5295,44.41231,43.99043,25.93184,8.2011,244.6939,0.2951633
1,Finned Plate,110,9/12/2023,14:22:05,52.217,46.56075,44.342,43.92793,26.01387,8.136323,244.8349,0.2952214
1,Finned Plate,111,9/12/2023,14:23:33,61.85762,59.49044,57.85762,57.78732,30.50606,-2.31E-03,245.0693,0.295282
1,Finned Plate,112,9/12/2023,14:23:53,64.99141,62.52169,61.01387,60.967,31.0373,-6.00E-03,244.623,0.2945951
1,Finned Plate,113,9/12/2023,14:24:14,66.84297,64.36642,62.85762,62.81074,31.27168,-6.00E-03,244.75,0.2945951
1,Finned Plate,114,9/12/2023,14:24:34,69.44455,66.97578,65.27267,65.27267,31.55293,-6.92E-03,244.75,0.2946633
1,Finned Plate,115,9/12/2023,14:24:55,71.65548,69.12423,67.45235,67.49923,31.83418,-6.92E-03,244.623,0.2944082
1,Finned Plate,116,9/12/2023,14:25:16,74.05391,71.68674,70.06172,70.08516,32.09199,-7.38E-03,244.6752,0.2943501
1,Finned Plate,117,9/12/2023,14:25:36,76.12423,74.01485,72.3586,72.38204,32.37325,-7.38E-03,244.7313,0.2942894
1,Finned Plate,118,9/12/2023,14:25:57,78.57736,75.99922,74.36642,74.43673,32.56075,-7.84E-03,244.6861,0.2940975
1,Finned Plate,119,9/12/2023,14:26:18,80.49142,77.9211,76.77267,76.84297,32.81074,-7.84E-03,244.75,0.2942289
1,Finned Plate,120,9/12/2023,14:26:39,82.56173,79.88985,78.21017,78.41329,32.99824,-8.30E-03,244.7422,0.2940975
1,Finned Plate,121,9/12/2023,14:26:59,84.43673,81.88203,80.2336,80.30392,33.12325,-8.30E-03,244.8279,0.2940369
1,Finned Plate,122,9/12/2023,14:27:20,86.57736,84.12423,82.43673,82.55392,33.35762,-7.84E-03,244.6861,0.2939157
1,Finned Plate,123,9/12/2023,14:27:41,88.24923,85.78048,84.07735,84.21017,33.49825,-8.30E-03,244.7126,0.2939157
1,Finned Plate,124,9/12/2023,14:28:01,90.13204,87.28828,85.53829,85.69454,33.62326,-8.30E-03,244.887,0.2939157
1,Finned Plate,125,9/12/2023,14:29:55,79.74922,71.88985,69.0461,68.77267,27.64278,5.199865,244.5864,0.2937237
1,Finned Plate,126,9/12/2023,14:30:15,78.28048,70.39766,67.77267,67.44455,27.49044,5.076074,244.623,0.2942289
1,Finned Plate,127,9/12/2023,14:30:36,76.77267,69.12423,66.45235,66.19453,27.39668,5.080626,244.5973,0.2942894
1,Finned Plate,128,9/12/2023,14:30:56,75.34298,67.69454,65.1086,64.85078,27.33028,4.889841,244.75,0.2944764
1,Finned Plate,129,9/12/2023,14:31:17,74.03828,66.65548,64.08516,63.80391,27.28731,4.993601,244.8162,0.2945951
1,Finned Plate,130,9/12/2023,14:31:38,72.80391,65.6086,63.09981,62.74825,27.29513,5.155426,244.6861,0.2944764
1,Finned Plate,131,9/12/2023,14:31:59,71.80391,64.59298,62.05293,61.72482,27.20137,5.193721,244.6861,0.294537
1,Finned Plate,132,9/12/2023,14:32:19,70.81172,63.70918,61.24043,60.81074,27.25997,4.985495,244.7422,0.2945951
1,Finned Plate,133,9/12/2023,14:32:40,69.83516,63.02168,60.50606,60.24824,27.20918,5.077557,244.75,0.2947213
1,Finned Plate,134,9/12/2023,14:33:01,69.12423,62.49825,59.89668,59.51388,27.16621,4.982831,244.8792,0.2949083
1,Finned Plate,135,9/12/2023,14:33:21,68.42892,61.85762,59.39668,59.06074,27.24434,4.993114,244.5599,0.2945951
1,Finned Plate,136,9/12/2023,14:33:42,67.80391,61.29513,58.77951,58.54512,27.19356,4.931336,244.5599,0.2944764
1,Finned Plate,137,9/12/2023,14:34:03,67.20235,60.75606,58.35762,58.0295,27.17403,4.998742,244.887,0.294782
1,Finned Plate,138,9/12/2023,14:34:23,66.7258,60.31857,57.92012,57.58419,27.1584,4.909797,244.6752,0.2946633
1,Finned Plate,139,9/12/2023,14:34:44,66.28048,59.93574,57.56075,57.32637,27.20918,4.997167,244.6861,0.2946633
1,Finned Plate,140,9/12/2023,14:35:05,65.88985,59.58419,57.24043,56.95137,27.217,5.076074,244.623,0.2942289
1,Finned Plate,141,9/12/2023,14:35:26,65.46799,59.2795,56.88887,56.62326,27.19746,4.993601,244.5973,0.2945951
1,Finned Plate,142,9/12/2023,14:35:46,65.20235,59.02168,56.67012,56.36544,27.12324,5.189662,244.6347,0.2946633
1,Finned Plate,143,9/12/2023,14:36:07,64.8586,58.67795,56.34981,56.06074,27.10762,4.83918,244.6682,0.2942289
1,Finned Plate,144,9/12/2023,14:36:28,64.6086,58.53732,56.20918,55.90449,27.13887,5.000329,244.5864,0.2946633
1,Finned Plate,145,9/12/2023,14:36:48,64.37422,58.34981,56.02168,55.70918,27.16231,4.98649,244.5677,0.2945951
1,Finned Plate,146,9/12/2023,14:37:09,64.14767,58.17012,55.88887,55.55293,27.14668,4.901106,244.4042,0.2945951
1,Finned Plate,147,9/12/2023,14:37:30,63.95234,58.06856,55.68576,55.32637,27.18575,4.938455,244.6565,0.294782
1,Finned Plate,148,9/12/2023,14:37:50,63.84297,57.88105,55.57637,55.26387,27.14668,4.881151,244.6861,0.2947213
1,Finned Plate,149,9/12/2023,14:38:11,63.63107,57.72482,55.42012,55.10762,27.1545,4.887272,244.5599,0.294537
1,Finned Plate,150,9/12/2023,14:38:32,63.49044,57.58419,55.31857,54.967,27.18575,4.986977,244.4633,0.2944082
1,Finned Plate,151,9/12/2023,14:38:52,63.41231,57.50606,55.19356,54.88887,27.19356,4.98649,244.475,0.2946633
1,Finned Plate,152,9/12/2023,14:39:13,63.24824,57.41231,55.09981,54.76389,27.11934,4.88273,244.5599,0.294537
1,Finned Plate,153,9/12/2023,14:39:34,63.18575,57.34981,55.0373,54.70137,27.09981,5.063815,244.5973,0.2947213
1,Finned Plate,154,9/12/2023,14:39:55,63.07637,57.23263,54.9748,54.66231,27.20918,5.011597,244.5599,0.2944764
1,Finned Plate,155,9/12/2023,14:40:15,62.98262,57.16231,54.8498,54.54512,27.08418,5.0648,244.2406,0.2942289
1,Finned Plate,156,9/12/2023,14:40:36,62.88887,57.09199,54.82637,54.54512,27.13496,5.081124,244.4563,0.294537
1,Finned Plate,157,9/12/2023,14:40:57,62.85762,57.06074,54.79512,54.48262,27.15059,5.197384,244.5303,0.2945951
1,Finned Plate,158,9/12/2023,14:41:17,62.81074,57.01387,54.74825,54.43575,27.09981,5.105158,244.4821,0.2945951
1,Finned Plate,159,9/12/2023,14:41:38,62.74044,57.01387,54.70137,54.37325,27.1584,5.071925,244.542,0.2945951
1,Finned Plate,160,9/12/2023,14:41:59,62.75606,56.98262,54.67012,54.38105,27.13887,5.081612,244.5677,0.2945951
1,Finned Plate,161,9/12/2023,14:42:19,62.67795,56.92012,54.63107,54.36544,27.12324,4.942009,244.616,0.2946633
1,Finned Plate,162,9/12/2023,14:42:40,62.67795,56.87324,54.58419,54.27168,27.12324,5.001811,244.5677,0.2945951
